experiment,experiment_title,owner,conditions,evaluation_split,timing_scope,config_id,label,family,status,flags,seeds_attempted,seeds_valid,acc_mean,acc_sd,acc_per_seed,wall_seconds_mean,final_path,asset_sets,epochs,n_train,index_acc_mean,index_acc_sd
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",D1G,"Shrink block 1, plus blur after every ReLU",res_gauss,valid,,1,1,80.08,,80.08,519.259120054,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,80.08,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",D2,"Shrink block 2 with max-pool, 16 to 24 to 32",res,valid,,3,3,80.09333333333333,0.17039170558842148,"79.99,80.00,80.29",446.9022255073334,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,80.09333333333333,0.17039170558842148
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",D2G,"Shrink block 2, plus blur after every ReLU",res_gauss,valid,,3,3,80.99333333333333,0.4135617648348705,"80.54,81.09,81.35",574.1716578036667,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,80.99333333333333,0.4135617648348705
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",K_const030,"Fixed blur 0.30, never annealed (control)",constant,valid,"fixed-filter control: constant sigma, never annealed; final metric is the filtered (current) path",1,1,74.97,,74.97,754.985266783,current (declared primary_path),r20bn-ablation-assets,30.0,50000.0,74.97,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",K_const050,"Fixed blur 0.50, never annealed (control)",constant,valid,"fixed-filter control: constant sigma, never annealed; final metric is the filtered (current) path",1,1,78.69,,78.69,737.8838072870001,current (declared primary_path),r20bn-ablation-assets,30.0,50000.0,78.69,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",K_const080,"Fixed blur 0.80, never annealed (control)",constant,valid,"fixed-filter control: constant sigma, never annealed; final metric is the filtered (current) path",1,1,75.02,,75.02,736.458346479,current (declared primary_path),r20bn-ablation-assets,30.0,50000.0,75.02,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",K_const100,"Fixed blur 1.00, never annealed (control)",constant,valid,"fixed-filter control: constant sigma, never annealed; final metric is the filtered (current) path",1,1,71.15,,71.15,748.7131098539999,current (declared primary_path),r20bn-ablation-assets,30.0,50000.0,71.15,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",M_nodown,Blur the 17 layers away from a downsample,gauss,valid,,1,1,78.52,,78.52,604.8313674369999,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,78.52,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",M_predown,Blur only the 2 layers feeding a downsample,gauss,valid,,1,1,77.55,,77.55,436.0516253720001,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,77.55,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",P_A1,"Shrink block 2, plus blur scaled by map size after every ReLU",profile,valid,,3,3,79.61,0.43577517139001526,"79.58,80.06,79.19",632.6406352416667,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,79.61,0.43577517139001526
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",P_A2,"Shrink block 2, plus blur scaled by sqrt of map size after every ReLU",profile,valid,,3,3,80.27666666666667,0.24378952670968349,"80.00,80.46,80.37",550.6919706903333,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,80.27666666666666,0.24378952670968354
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",P_A3,"Shrink block 2, plus blur rising with depth after every ReLU (direction control)",profile,valid,,3,3,80.17999999999999,0.4582575694955844,"80.68,80.08,79.78",582.5056657609999,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,80.17999999999999,0.4582575694955844
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",P_A4,"Shrink block 2, plus blur scaled by receptive field after every ReLU",profile,valid,,3,3,81.14333333333333,0.22479620400116315,"81.09,80.95,81.39",593.6692725556667,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,81.14333333333333,0.22479620400116315
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",P_postblock,"Blur after every ReLU (10 places), annealed to zero",gauss,valid,,3,3,80.08333333333334,0.21197484127446145,"79.89,80.05,80.31",538.1907630936668,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,80.08333333333334,0.21197484127446148
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",P_postbn,"Blur after every BatchNorm, annealed to zero",gauss,valid,,1,1,78.39,,78.39,673.1079649489999,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,78.39,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",Q_A1,"Blur scaled by map size, after every ReLU",profile,valid,,3,3,78.47666666666667,0.3251666239535234,"78.41,78.19,78.83",550.0632760479999,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,78.47666666666667,0.3251666239535234
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",Q_A2,"Blur scaled by sqrt of map size, after every ReLU",profile,valid,,3,3,79.55333333333333,0.4636090306856987,"79.62,79.06,79.98",578.8097621516666,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,79.55333333333333,0.4636090306856987
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",Q_A3,"Blur rising with depth, after every ReLU (direction control)",profile,valid,,3,3,77.00666666666666,0.3821430796617064,"77.28,77.17,76.57",585.4597696876666,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,77.00666666666666,0.3821430796617064
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",Q_A4,"Blur scaled by receptive field, after every ReLU",profile,valid,,3,3,79.58666666666666,0.09504384952921685,"79.68,79.59,79.49",532.2203067626666,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,79.58666666666667,0.09504384952921686
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",R1,"Shrink the input image, 16 to 24 to 32",res,valid,,1,1,78.92,,78.92,443.10095360400004,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,78.92,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",R2,"Shrink the input image, 16 to 24 to 32, plus blur every conv layer",res_gauss,valid,,1,1,79.14999999999999,,79.15,604.291649022,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,79.14999999999999,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",R3,"Shrink the input image, 16 to 24 to 32, plus blur after every ReLU",res_gauss,valid,,1,1,80.14,,80.14,542.3159003310001,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,80.14,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",R4,"Shrink the first conv layer, 16 to 24 to 32",res,valid,,1,1,79.95,,79.95,437.244179349,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,79.95,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",R5,"Shrink after the first ReLU, plus blur after every ReLU",res_gauss,valid,,1,1,79.65,,79.65,536.3336735590001,target (declared primary_path),r20bn-ablation-assets,30.0,50000.0,79.65,
ablation_aa,"Anti-aliasing ablation: placement, masks, constant sigma, BlurPool, internal reductions, per-layer profiles",Idriss,reference recipe; own pinned initial weights (r20bn-ablation-assets); evaluation every 2 epochs,test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",R6,"Fixed blur after every ReLU, never annealed (control)",constant,valid,fixed-filter control: constant post-ReLU sigma; final metric is the filtered (current) path,1,1,79.78,,79.78,557.146211472,current (declared primary_path),r20bn-ablation-assets,30.0,50000.0,79.78,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",ADAPT,Blur schedule chosen by the network (first trigger),adaptive,valid,,1,1,76.34,,76.34,610.152784268,current=target,r20bn-campaign-assets,30.0,50000.0,76.34,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",ADAPTGAP,Blur schedule chosen by a transfer-gap trigger (mis-set) [launch adaptive-gap-20260910-115703],adaptive,valid,,1,1,75.39,,75.39,618.792438752,current=target,r20bn-campaign-assets,30.0,50000.0,75.39,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",ADAPTGAP,Blur schedule chosen by a transfer-gap trigger [launch adaptive-gap2-20260910-121319],adaptive,valid,,1,1,77.13,,77.13,621.5481440410001,current=target,r20bn-campaign-assets,30.0,50000.0,77.13,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",ADAPTRES,Resolution schedule chosen by a transfer-gap trigger,adaptive,valid,,1,1,77.29,,77.29,410.38168239400005,current=target,r20bn-campaign-assets,30.0,50000.0,77.29,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",Gplateau_cal,"Blur every conv layer, annealed (instrumented rerun) [launch gradnorm-cal-20260910-105845]",gauss,valid,,1,1,77.97,,77.97,637.455730764,current=target,r20bn-campaign-assets,30.0,50000.0,77.97,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",Gplateau_cal,"Blur every conv layer, annealed (instrumented rerun) [launch gradnorm-cal2-20260910-111547]",gauss,valid,,1,1,77.94,,77.94,719.241384594,current=target,r20bn-campaign-assets,30.0,50000.0,77.94,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",Gplateau_cal,"Blur every conv layer, annealed (instrumented rerun) [launch signals-cal3-20260910-113759]",gauss,valid,,1,1,78.33,,78.33,721.3117316709998,current=target,r20bn-campaign-assets,30.0,50000.0,78.33,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",adaptgap_hi,"adaptgap hi [50000 train / 10000 eval, 120 epochs]",,valid,budget 120 epochs: not comparable on accuracy with 30-epoch arms,1,1,86.72999999999999,,86.73,2638.541452998,current=target,r20bn-campaign-assets,120.0,50000.0,86.72999999999999,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",adaptgap_lo,"adaptgap lo [50000 train / 10000 eval, 120 epochs]",,valid,budget 120 epochs: not comparable on accuracy with 30-epoch arms,1,1,78.4,,78.40,2597.7473797699995,current=target,r20bn-campaign-assets,120.0,50000.0,78.4,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",alloc_back,"Blur schedule, more time at low blur",adaptive,valid,,1,1,78.74,,78.74,654.411293457,current=target,r20bn-campaign-assets,30.0,50000.0,78.74,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",alloc_front,"Blur schedule, more time at high blur",adaptive,valid,,1,1,76.57000000000001,,76.57,663.2753145529999,current=target,r20bn-campaign-assets,30.0,50000.0,76.57000000000001,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",gplateau_hi,"gplateau hi [50000 train / 10000 eval, 120 epochs]",,valid,budget 120 epochs: not comparable on accuracy with 30-epoch arms,1,1,87.16000000000001,,87.16,2593.757749624,current=target,r20bn-campaign-assets,120.0,50000.0,87.16000000000001,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",gplateau_lo,"gplateau lo [50000 train / 10000 eval, 120 epochs]",,valid,budget 120 epochs: not comparable on accuracy with 30-epoch arms,1,1,80.67999999999999,,80.68,2765.08322507,current=target,r20bn-campaign-assets,120.0,50000.0,80.67999999999999,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",plain_hi,"plain hi [50000 train / 10000 eval, 120 epochs]",,valid,budget 120 epochs: not comparable on accuracy with 30-epoch arms,1,1,86.04,,86.04,1752.3950720539997,current=target,r20bn-campaign-assets,120.0,50000.0,86.04,
adaptive_continuation,"Data-triggered schedules, gradient-norm calibration, dwell allocation, long-horizon runs",Aubin,"reference recipe, mostly seed 0 only; long-conv runs use 120 epochs and are not comparable on accuracy",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",plain_lo,"plain lo [50000 train / 10000 eval, 120 epochs]",,valid,budget 120 epochs: not comparable on accuracy with 30-epoch arms,1,1,77.10000000000001,,77.10,1773.5286515600003,current=target,r20bn-campaign-assets,120.0,50000.0,77.10000000000001,
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",adaptive,Per-layer blur strength chosen by the network [launch per-layer-adaptive-fix-20260910-130520],profile,valid,,3,3,77.35333333333332,0.48809152147248946,"76.90,77.29,77.87",,current=target,per-layer-self-paired,30.0,50000.0,77.35333333333332,0.48809152147248946
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",adaptive,Per-layer blur strength chosen by the network [launch per-layer-sigma-20260910-094757],profile,valid,,3,3,77.5,0.6069596362197414,"77.12,78.20,77.18",,current=target,per-layer-self-paired,30.0,50000.0,77.5,0.6069596362197414
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",adaptive,"Per-layer blur strength chosen by the network [5000 train / 2000 eval, 4 epochs]",profile,valid,,1,1,31.65,,31.65,,current=target,None,4.0,5000.0,31.65,
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",plain,"Baseline: no blur, full 32x32 throughout (per-layer batch) [6000 train / 2000 eval, 12 epochs]",plain,valid,,1,1,47.65,,47.65,,current=target,None,12.0,6000.0,47.65,
per_layer_sigma,"Per-layer sigma profiles (rho), adaptive controller, sigma0 sweep",Aubin,"own self-paired assets per seed (different digest scheme); per_layer_cpu is a 6,000/2,000-image CPU pilot of 12 epochs",test,"wall_seconds from model construction to summary write, including evaluations and checkpoint writes; eval_seconds counts snapshot evaluation only; train_seconds = wall - eval (so it includes data indexing and checkpoint I/O). One T4, two cells in parallel on a two-GPU kernel.",plain,"Baseline: no blur, full 32x32 throughout (per-layer batch) [launch per-layer-adaptive-fix-20260910-130520]",plain,valid,,3,3,73.91333333333333,0.6206716791777502,"73.56,74.63,73.55",,current=target,per-layer-self-paired,30.0,50000.0,73.91333333333333,0.6206716791777502
